GO:id	description	Ontology	GeneRatio	BackgroundRatio	Pvalue	Adjusted_Pvalue	Qvalue	Hits	GeneIds
GO:0018210	peptidyl-threonine modification	BP	9/617	83/16655	0.00354963807429452	0.0187629948761482	0.0125985217025009	9	RIPK2/TGFBR2/CAB39/PRKCD/SPHK1/WNT5A/SMAD7/TRIM6/DDIT4
GO:0045786	negative regulation of cell cycle	BP	31/617	499/16655	0.00356566226191985	0.0188245992945474	0.0126398863464341	31	TNFAIP3/CXCL8/PLK2/NR2F2/RHOB/PSMB9/IRF1/MAP2K6/CAB39/SMAD3/PSMB10/PSMB8/PSME2/NKX3-1/BMP2/CREB3/TP53/RGCC/PSME1/PSMA3/PML/TP63/TRIM37/CDKN2B/RBM38/IER3/PRKACB/CDC14A/BIN1/BRINP3/SLFN11
GO:0030278	regulation of ossification	BP	15/617	184/16655	0.00357818110401077	0.0188675693954448	0.0126687388698339	15	CSF1/CYR61/CTHRC1/FAM101A/ZNF664-FAM101A/SMAD3/NOCT/BMP2/WNT5A/PTCH1/PBX1/PKDCC/TP63/S1PR1/ID3
GO:0071156	regulation of cell cycle arrest	BP	11/617	115/16655	0.00359948293527803	0.0189566900796794	0.012728579470009	11	PSMB9/PSMB10/PSMB8/PSME2/TP53/RGCC/PSME1/PSMA3/PML/RBM38/BIN1
GO:0060324	face development	BP	7/617	54/16655	0.00361492822379223	0.0190147872870536	0.0127675891767638	7	MSX1/SGPL1/WNT5A/CLDN5/TBX1/PAX9/ZFAND5
GO:0045930	negative regulation of mitotic cell cycle	BP	18/617	240/16655	0.00369765114714905	0.0194261965145343	0.0130438322880174	18	PLK2/PSMB9/SMAD3/PSMB10/PSMB8/PSME2/NKX3-1/TP53/RGCC/PSME1/PSMA3/PML/TP63/CDKN2B/RBM38/IER3/BRINP3/SLFN11
GO:0044344	cellular response to fibroblast growth factor stimulus	BP	23/617	337/16655	0.00371695123399728	0.0195038074495253	0.0130959446003263	23	CCL2/CXCL8/IL3RA/JAK3/PSMB9/PIK3CD/RASGRP3/CSF2RB/CSF2/PSMB10/FGF5/PSMB8/PSME2/PRKCD/POSTN/PSME1/WNT5A/TBX1/SHC3/PSMA3/PDGFB/ADCY4/PRKACB
GO:0043029	T cell homeostasis	BP	6/617	41/16655	0.00375776967409106	0.019567892592139	0.0131389749409172	6	STAT5A/JAK3/LGALS9/SPNS2/PMAIP1/CHST3
GO:2000351	regulation of endothelial cell apoptotic process	BP	6/617	41/16655	0.00375776967409106	0.019567892592139	0.0131389749409172	6	ICAM1/TNFAIP3/RGCC/XBP1/TNIP2/CD40
GO:0002888	positive regulation of myeloid leukocyte mediated immunity	BP	4/617	18/16655	0.00377004430164237	0.019567892592139	0.0131389749409172	4	F2RL1/PTAFR/ADORA2B/IL4R
GO:0010544	negative regulation of platelet activation	BP	4/617	18/16655	0.00377004430164237	0.019567892592139	0.0131389749409172	4	THBD/PRKCD/PDGFB/NOS3
GO:0032703	negative regulation of interleukin-2 production	BP	4/617	18/16655	0.00377004430164237	0.019567892592139	0.0131389749409172	4	TNFAIP3/GBP1/NOD2/CD34
GO:0043302	positive regulation of leukocyte degranulation	BP	4/617	18/16655	0.00377004430164237	0.019567892592139	0.0131389749409172	4	F2RL1/PTAFR/ADORA2B/IL4R
GO:0048535	lymph node development	BP	4/617	18/16655	0.00377004430164237	0.019567892592139	0.0131389749409172	4	LTB/IL15/IL7R/SPNS2
GO:0072148	epithelial cell fate commitment	BP	4/617	18/16655	0.00377004430164237	0.019567892592139	0.0131389749409172	4	NR2F2/PROX1/NRP1/HES1
GO:0098901	regulation of cardiac muscle cell action potential	BP	4/617	18/16655	0.00377004430164237	0.019567892592139	0.0131389749409172	4	CXADR/CAV1/RNF207/JUP
GO:0072089	stem cell proliferation	BP	13/617	150/16655	0.00385842899242737	0.0199990204479267	0.0134284582394816	13	CX3CL1/MSX1/KCTD11/TGFBR2/BDNF/CD34/BMP2/TP53/WNT5A/TBX1/VEGFC/TP63/SHH
GO:0034330	cell junction organization	BP	19/617	260/16655	0.00386239206422354	0.0199990204479267	0.0134284582394816	19	LAMC2/SDC4/CLDN1/CXADR/SMAD3/LAMB3/CAV1/DAPK3/GJA4/CLDN5/SMAD7/F11R/MTSS1/EFNA5/JUP/CDH6/ZNF703/VMP1/ITGB4
GO:0043368	positive T cell selection	BP	5/617	29/16655	0.0038966887232572	0.0201282194481919	0.0135152096573404	5	TNFSF18/CD74/PTPN2/STAT6/SHH
GO:0060740	prostate gland epithelium morphogenesis	BP	5/617	29/16655	0.0038966887232572	0.0201282194481919	0.0135152096573404	5	STAT5A/NKX3-1/WNT5A/TP63/SHH
GO:0031668	cellular response to extracellular stimulus	BP	16/617	204/16655	0.00391273594207072	0.0201869059143002	0.0135546150252888	16	ICAM1/NUAK2/ZC3H12A/IL15/ATF3/PMAIP1/FOSL1/SPHK1/CAV1/POSTN/TP53/RNF152/LYN/CDKN2B/ADORA2B/XBP1
GO:0007015	actin filament organization	BP	22/617	319/16655	0.00396936737813566	0.0204545869198665	0.0137343509885631	22	ICAM1/F2RL1/RND1/ZYX/SDC4/FAM101A/ZNF664-FAM101A/SMAD3/TMOD1/NEDD9/TNFAIP1/PRKCD/PROX1/CDC42EP2/RGCC/ARRB1/NCK1/FRY/MTSS1/CXCL12/S1PR1/ARHGAP18
GO:0090132	epithelium migration	BP	17/617	223/16655	0.00399897068421283	0.0205825157796761	0.0138202495632483	17	NR2F2/RHOB/TGFBR2/ZC3H12A/EFNA1/HDAC9/PROX1/NRP1/PRCP/RGCC/WNT5A/VEGFC/PDGFB/HAS2/PTPRR/NOS3/EFNB2
GO:0042531	positive regulation of tyrosine phosphorylation of STAT protein	BP	7/617	55/16655	0.00401274568727109	0.0206041816695636	0.0138347972506379	7	TNFSF18/IL15/CSF2/LYN/HES1/CD40/ARL2BP
GO:0048546	digestive tract morphogenesis	BP	7/617	55/16655	0.00401274568727109	0.0206041816695636	0.0138347972506379	7	SMAD3/FOXF1/TCF7/WNT5A/HLX/TP63/SHH
GO:0050768	negative regulation of neurogenesis	BP	18/617	242/16655	0.00403377544653532	0.020687505504374	0.0138907455226555	18	PLK2/SEMA3C/KCTD11/EFNA1/BDNF/NRP1/ZHX2/CAV1/SEMA4B/TP53/WNT5A/PBX1/ADGRG1/NTN1/HES1/PSEN1/SHH/IL1B
GO:0071453	cellular response to oxygen levels	BP	13/617	151/16655	0.00408333333875517	0.0209167657828267	0.0140446836659355	13	ICAM1/PTGIS/SLC8A3/PMAIP1/PLAU/NKX3-1/CD34/BBC3/CAV1/TP53/RGCC/KCNK2/MGARP
GO:0060021	palate development	BP	9/617	85/16655	0.0041665869884207	0.0213178821212784	0.0143140155571698	9	MSX1/TGFBR2/SGPL1/MSC/WNT5A/CLDN5/TBX1/PKDCC/SHH
GO:0051961	negative regulation of nervous system development	BP	19/617	262/16655	0.00419582817455303	0.0214420258315237	0.0143973725712327	19	PLK2/SEMA3C/KCTD11/EFNA1/BDNF/NRP1/ZHX2/CAV1/SEMA4B/TP53/WNT5A/PBX1/ADGRG1/NTN1/HES1/PSEN1/PRKACB/SHH/IL1B
GO:0070227	lymphocyte apoptotic process	BP	8/617	70/16655	0.00423872362457848	0.021588475668739	0.0144957071635866	8	JAK3/LGALS9/BBC3/CD74/IDO1/TP53/WNT5A/LYN
GO:0002279	mast cell activation involved in immune response	BP	6/617	42/16655	0.00424954210006746	0.021588475668739	0.0144957071635866	6	PIK3CD/LGALS9/NR4A3/LYN/ADORA2B/IL4R
GO:0033344	cholesterol efflux	BP	6/617	42/16655	0.00424954210006746	0.021588475668739	0.0144957071635866	6	NFKBIA/ABCG1/CAV1/PTCH1/PLTP/SHH
GO:0043303	mast cell degranulation	BP	6/617	42/16655	0.00424954210006746	0.021588475668739	0.0144957071635866	6	PIK3CD/LGALS9/NR4A3/LYN/ADORA2B/IL4R
GO:2000378	negative regulation of reactive oxygen species metabolic process	BP	6/617	42/16655	0.00424954210006746	0.021588475668739	0.0144957071635866	6	ZC3H12A/PTGIS/CD34/CAV1/TP53/HK2
GO:0042886	amide transport	BP	24/617	361/16655	0.00428204325502675	0.0217279650679096	0.014589368129457	24	NFKBIA/TAP1/IL18R1/ZC3H12A/C8orf4/CYLD/SLC15A3/LGALS9/TLR3/TAPBP/GPR68/NFKBIB/BCL3/SSTR5/SPHK1/CD74/RAPGEF4/ARRB1/SLC15A4/TLR2/EFNA5/PRKACB/IL1B/ARL2BP
GO:0001890	placenta development	BP	13/617	152/16655	0.00431871244244681	0.0218625302021867	0.0146797226691123	13	VCAM1/NR2F2/CYR61/JUNB/PTGIS/CSF2/FOSL1/RSPO3/BIRC2/PDGFB/MDFI/HES1/HS6ST1
GO:0003205	cardiac chamber development	BP	13/617	152/16655	0.00431871244244681	0.0218625302021867	0.0146797226691123	13	CYR61/SEMA3C/FOXF1/PROX1/TP53/WNT5A/TBX1/SMAD7/TMEM65/KCNK2/HES1/SMAD6/LMO4
GO:0050851	antigen receptor-mediated signaling pathway	BP	17/617	225/16655	0.00437461110662639	0.0221195124968855	0.0148522749209406	17	NFKBIA/RIPK2/GBP1/PSMB9/NFKB1/PIK3CD/PSMB10/PSMB8/PSME2/PTPN2/BTN3A1/PSME1/NCK1/LYN/PSMA3/PSEN2/PSEN1
GO:0030203	glycosaminoglycan metabolic process	BP	14/617	170/16655	0.00438636277223071	0.0221529317969166	0.0148747145037206	14	SDC4/IL15/NFKB1/EXT1/DSEL/UST/HS3ST1/PDGFB/HAS2/AGRN/CHST3/B4GALT1/HS6ST1/IL1B
GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	BP	9/617	86/16655	0.00450489676683946	0.0226430409908054	0.0152038011637426	9	ICAM1/TNFAIP3/TNFRSF9/ATF3/TNFSF10/PMAIP1/TRAF2/PSEN2/NOS3
GO:0048145	regulation of fibroblast proliferation	BP	9/617	86/16655	0.00450489676683946	0.0226430409908054	0.0152038011637426	9	FTH1/PMAIP1/SPHK1/CD74/TP53/PARP10/WNT5A/PML/PDGFB
GO:0010634	positive regulation of epithelial cell migration	BP	10/617	102/16655	0.0045241663565364	0.0226430409908054	0.0152038011637426	10	RHOB/TGFBR2/ZC3H12A/HDAC9/PROX1/NRP1/WNT5A/VEGFC/PDGFB/HAS2
GO:0042472	inner ear morphogenesis	BP	10/617	102/16655	0.0045241663565364	0.0226430409908054	0.0152038011637426	10	CTHRC1/LRIG3/PROX1/NRP1/NR4A3/WNT5A/TBX1/FZD6/ABR/NTN1
GO:0090317	negative regulation of intracellular protein transport	BP	10/617	102/16655	0.0045241663565364	0.0226430409908054	0.0152038011637426	10	NFKBIA/NFKBIE/RANGAP1/ZC3H12A/CYLD/NFKBIB/CREB3/PARP10/PKDCC/MDFI
GO:0001782	B cell homeostasis	BP	5/617	30/16655	0.0045359666608786	0.0226430409908054	0.0152038011637426	5	TNFAIP3/PIK3CD/SPNS2/CD74/LYN
GO:0002931	response to ischemia	BP	5/617	30/16655	0.0045359666608786	0.0226430409908054	0.0152038011637426	5	MAP2K6/PANX1/CAV1/TP53/HK2
GO:0036230	granulocyte activation	BP	5/617	30/16655	0.0045359666608786	0.0226430409908054	0.0152038011637426	5	CXCL8/F2RL1/PTAFR/PRKCD/ABR
GO:0070741	response to interleukin-6	BP	5/617	30/16655	0.0045359666608786	0.0226430409908054	0.0152038011637426	5	CCL2/NFKB1/PTGIS/SBNO2/PTPN2
GO:1901224	positive regulation of NIK/NF-kappaB signaling	BP	5/617	30/16655	0.0045359666608786	0.0226430409908054	0.0152038011637426	5	TLR3/NOD2/TNFSF15/TRAF2/CARD10
GO:0071774	response to fibroblast growth factor	BP	23/617	343/16655	0.0046036683044102	0.0227790918833709	0.0152951533244156	23	CCL2/CXCL8/IL3RA/JAK3/PSMB9/PIK3CD/RASGRP3/CSF2RB/CSF2/PSMB10/FGF5/PSMB8/PSME2/PRKCD/POSTN/PSME1/WNT5A/TBX1/SHC3/PSMA3/PDGFB/ADCY4/PRKACB
GO:0045055	regulated exocytosis	BP	14/617	171/16655	0.00462011479922573	0.0227790918833709	0.0152951533244156	14	F2RL1/PTAFR/PIK3CD/LGALS9/STX3/STEAP2/NR4A3/RAPGEF4/LYN/ABR/ADORA2B/IL4R/PSEN1/B4GALT1
GO:1901991	negative regulation of mitotic cell cycle phase transition	BP	14/617	171/16655	0.00462011479922573	0.0227790918833709	0.0152951533244156	14	PSMB9/PSMB10/PSMB8/PSME2/TP53/RGCC/PSME1/PSMA3/PML/TP63/CDKN2B/RBM38/IER3/SLFN11
GO:0010508	positive regulation of autophagy	BP	8/617	71/16655	0.00462594544178403	0.0227790918833709	0.0152951533244156	8	SQSTM1/PLK2/ZC3H12A/TRIM21/TRIM22/RNF152/XBP1/RAB12
GO:0070664	negative regulation of leukocyte proliferation	BP	8/617	71/16655	0.00462594544178403	0.0227790918833709	0.0152951533244156	8	TNFAIP3/LGALS9/PDCD1LG2/PDE5A/IDO1/LYN/BTN2A2/SHH
GO:0001919	regulation of receptor recycling	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	OPTN/ECE1/ACHE/PSEN1
GO:0002534	cytokine production involved in inflammatory response	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	ZC3H12A/NOD2/GBP5/IDO1
GO:0007250	activation of NF-kappaB-inducing kinase activity	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	TLR3/TNFSF15/TRAF2/CARD10
GO:0016045	detection of bacterium	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	HLA-B/NOD2/HLA-A/TLR2
GO:0070242	thymocyte apoptotic process	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	JAK3/BBC3/TP53/WNT5A
GO:0072111	cell proliferation involved in kidney development	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	BMP2/PTCH1/PDGFB/SHH
GO:2000482	regulation of interleukin-8 secretion	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	F2RL1/LGALS9/WNT5A/CD58
GO:2000647	negative regulation of stem cell proliferation	BP	4/617	19/16655	0.00463724781376887	0.0227790918833709	0.0152951533244156	4	KCTD11/BDNF/TP53/WNT5A
GO:0071456	cellular response to hypoxia	BP	12/617	136/16655	0.00467238351255654	0.0229255446151407	0.0153934898603349	12	ICAM1/PTGIS/SLC8A3/PMAIP1/PLAU/NKX3-1/CD34/BBC3/TP53/RGCC/KCNK2/MGARP
GO:0003002	regionalization	BP	23/617	344/16655	0.00476733680815124	0.0233648315921678	0.0156884516481643	23	NR2F2/MSX1/SEMA3C/SMAD3/CYP26B1/HOXB9/NRP1/NKX3-1/BMP2/TP53/WNT5A/TBX1/PTCH1/PBX1/ADGRG1/TP63/MDFI/PSEN2/HES1/SMAD6/PSEN1/PRKACB/SHH
GO:0045058	T cell selection	BP	6/617	43/16655	0.00478723950594129	0.0234091121357492	0.0157181840759026	6	TNFSF18/IL15/CD74/PTPN2/STAT6/SHH
GO:2000179	positive regulation of neural precursor cell proliferation	BP	6/617	43/16655	0.00478723950594129	0.0234091121357492	0.0157181840759026	6	CX3CL1/PROX1/VEGFC/LYN/ADGRG1/SHH
GO:0061053	somite development	BP	9/617	87/16655	0.00486421743526983	0.0237585586294132	0.0159528219502584	9	SEMA3C/SMAD3/NKX3-1/TP53/WNT5A/PTCH1/PSEN2/PSEN1/SHH
GO:0031589	cell-substrate adhesion	BP	21/617	305/16655	0.0049116236660352	0.0239629385654356	0.0160900540433507	21	VCAM1/CSF1/CYR61/ZYX/SDC4/GBP1/SMAD3/NINJ1/EFNA1/PLAU/ST6GAL1/CD34/DAPK3/POSTN/MERTK/VEGFC/HAS2/EFNA5/ANTXR1/SMAD6/ITGB4
GO:0090130	tissue migration	BP	17/617	228/16655	0.00499199381895062	0.0243274992896372	0.0163348404554374	17	NR2F2/RHOB/TGFBR2/ZC3H12A/EFNA1/HDAC9/PROX1/NRP1/PRCP/RGCC/WNT5A/VEGFC/PDGFB/HAS2/PTPRR/NOS3/EFNB2
GO:0042311	vasodilation	BP	8/617	72/16655	0.0050397447604232	0.0245047634626446	0.0164538655122288	8	F2RL1/SOD2/PTAFR/GUCY1A3/ECE1/GCH1/NOS3/ADORA2B
GO:0043534	blood vessel endothelial cell migration	BP	8/617	72/16655	0.0050397447604232	0.0245047634626446	0.0164538655122288	8	EFNA1/HDAC9/NRP1/PRCP/RGCC/VEGFC/PDGFB/EFNB2
GO:0035107	appendage morphogenesis	BP	13/617	155/16655	0.00509119941764058	0.0246991971747698	0.0165844191556144	13	MSX1/SEMA3C/CYP26B1/ECE1/WNT5A/PTCH1/FZD6/PBX1/PKDCC/TP63/PSEN2/PSEN1/SHH
GO:0035108	limb morphogenesis	BP	13/617	155/16655	0.00509119941764058	0.0246991971747698	0.0165844191556144	13	MSX1/SEMA3C/CYP26B1/ECE1/WNT5A/PTCH1/FZD6/PBX1/PKDCC/TP63/PSEN2/PSEN1/SHH
GO:0016202	regulation of striated muscle tissue development	BP	10/617	104/16655	0.00519238810260696	0.0251617637188198	0.0168950121437025	10	TGFBR2/PRICKLE1/CXADR/SMAD3/HDAC9/BMP2/TBX1/KCNK2/SHH/EFNB2
GO:0050871	positive regulation of B cell activation	BP	9/617	88/16655	0.00524540362805944	0.0251969562710519	0.0169186423869546	9	STAT5A/NOD2/TNFRSF4/TICAM1/CD74/STAT6/XBP1/TNIP2/CD40
GO:0001913	T cell mediated cytotoxicity	BP	5/617	31/16655	0.00524644145198085	0.0251969562710519	0.0169186423869546	5	B2M/HLA-B/HLA-E/IL7R/HLA-A
GO:0002053	positive regulation of mesenchymal cell proliferation	BP	5/617	31/16655	0.00524644145198085	0.0251969562710519	0.0169186423869546	5	TGFBR2/WNT5A/TBX1/TP63/SHH
GO:0010742	macrophage derived foam cell differentiation	BP	5/617	31/16655	0.00524644145198085	0.0251969562710519	0.0169186423869546	5	NFKBIA/CSF1/NFKB1/ABCG1/CSF2
GO:0033198	response to ATP	BP	5/617	31/16655	0.00524644145198085	0.0251969562710519	0.0169186423869546	5	CCL2/PANX1/SPHK1/CASP1/IL1B
GO:0042149	cellular response to glucose starvation	BP	5/617	31/16655	0.00524644145198085	0.0251969562710519	0.0169186423869546	5	NUAK2/ZC3H12A/PMAIP1/TP53/XBP1
GO:0060512	prostate gland morphogenesis	BP	5/617	31/16655	0.00524644145198085	0.0251969562710519	0.0169186423869546	5	STAT5A/NKX3-1/WNT5A/TP63/SHH
GO:0090077	foam cell differentiation	BP	5/617	31/16655	0.00524644145198085	0.0251969562710519	0.0169186423869546	5	NFKBIA/CSF1/NFKB1/ABCG1/CSF2
GO:0042471	ear morphogenesis	BP	11/617	121/16655	0.00529909883136016	0.0254215119883069	0.0170694216253402	11	CTHRC1/MSX1/LRIG3/PROX1/NRP1/NR4A3/WNT5A/TBX1/FZD6/ABR/NTN1
GO:0002448	mast cell mediated immunity	BP	6/617	44/16655	0.00537330749773804	0.0256500446522399	0.0172228712076321	6	PIK3CD/LGALS9/NR4A3/LYN/ADORA2B/IL4R
GO:0032720	negative regulation of tumor necrosis factor production	BP	6/617	44/16655	0.00537330749773804	0.0256500446522399	0.0172228712076321	6	TNFAIP3/ZC3H12A/LGALS9/NOD2/BCL3/CD34
GO:0045429	positive regulation of nitric oxide biosynthetic process	BP	6/617	44/16655	0.00537330749773804	0.0256500446522399	0.0172228712076321	6	ICAM1/PTX3/TICAM1/KLF2/TLR2/IL1B
GO:1904407	positive regulation of nitric oxide metabolic process	BP	6/617	44/16655	0.00537330749773804	0.0256500446522399	0.0172228712076321	6	ICAM1/PTX3/TICAM1/KLF2/TLR2/IL1B
GO:0008217	regulation of blood pressure	BP	14/617	174/16655	0.00538246062340409	0.0256500446522399	0.0172228712076321	14	F2RL1/SOD2/PTAFR/GUCY1A3/CD34/ECE1/GCH1/POSTN/PRCP/F11R/VEGFC/PDGFB/NOS3/IER3
GO:1901654	response to ketone	BP	14/617	174/16655	0.00538246062340409	0.0256500446522399	0.0172228712076321	14	CCL2/JUNB/PTAFR/FOSL1/NKX3-1/SPHK1/CAV1/POSTN/WNT5A/KLF2/GNAI1/BDH1/IL1B/FBXO32
GO:0001836	release of cytochrome c from mitochondria	BP	7/617	58/16655	0.00540646336387974	0.0256792107735324	0.0172424549688871	7	SOD2/TNFSF10/PMAIP1/BBC3/TP53/BCL2A1/IFI6
GO:0042267	natural killer cell mediated cytotoxicity	BP	7/617	58/16655	0.00540646336387974	0.0256792107735324	0.0172424549688871	7	HLA-B/HLA-E/TAP1/STAT5A/LGALS9/HLA-A/RNF19B
GO:0051148	negative regulation of muscle cell differentiation	BP	7/617	58/16655	0.00540646336387974	0.0256792107735324	0.0172424549688871	7	CXCL10/MSX1/PRICKLE1/BMP2/XBP1/ID3/SHH
GO:0051146	striated muscle cell differentiation	BP	18/617	249/16655	0.00541484909682773	0.025690715758958	0.0172501800580601	18	CXCL10/MSX1/PRICKLE1/CXADR/TMOD1/HDAC9/PROX1/BMP2/TBX1/DMD/EHD1/CXCL12/RBM38/IL4R/XBP1/SHH/EFNB2/CHRNB1
GO:0034250	positive regulation of cellular amide metabolic process	BP	10/617	105/16655	0.00555426127856603	0.026323165663435	0.0176748422135365	10	CYR61/ZC3H12A/PTAFR/NOD2/BCL3/PRKCD/FAM129A/NCK1/ABCF1/SAMD4A
GO:0032872	regulation of stress-activated MAPK cascade	BP	15/617	193/16655	0.00556543334767979	0.0263471284195654	0.0176909321450828	15	F2RL1/DNAJA1/SDCBP/RIPK2/IL1A/ZC3H12A/TLR3/NOD2/TRAF2/BMP2/WNT5A/MDFI/ARL6IP5/GDF6/IL1B
GO:0002076	osteoblast development	BP	4/617	20/16655	0.00562910596634936	0.0264451346816063	0.0177567390179969	4	SMAD3/ACHE/PTHLH/SHH
GO:0002724	regulation of T cell cytokine production	BP	4/617	20/16655	0.00562910596634936	0.0264451346816063	0.0177567390179969	4	B2M/TRAF2/HLA-A/RSAD2
GO:0007567	parturition	BP	4/617	20/16655	0.00562910596634936	0.0264451346816063	0.0177567390179969	4	CCL2/MAFF/PTAFR/PLA2G4C
GO:0035994	response to muscle stretch	BP	4/617	20/16655	0.00562910596634936	0.0264451346816063	0.0177567390179969	4	NFKBIA/NFKB1/ECE1/DMD
GO:0060716	labyrinthine layer blood vessel development	BP	4/617	20/16655	0.00562910596634936	0.0264451346816063	0.0177567390179969	4	CYR61/JUNB/HES1/HS6ST1
GO:0098543	detection of other organism	BP	4/617	20/16655	0.00562910596634936	0.0264451346816063	0.0177567390179969	4	HLA-B/NOD2/HLA-A/TLR2
GO:1901623	regulation of lymphocyte chemotaxis	BP	4/617	20/16655	0.00562910596634936	0.0264451346816063	0.0177567390179969	4	CCL2/CXCL10/CCL7/WNT5A
GO:0048144	fibroblast proliferation	BP	9/617	89/16655	0.00564932017878092	0.0265111888128412	0.0178010914474143	9	FTH1/PMAIP1/SPHK1/CD74/TP53/PARP10/WNT5A/PML/PDGFB
GO:0061351	neural precursor cell proliferation	BP	12/617	140/16655	0.00588026141787999	0.0275649251232068	0.0185086288028569	12	CX3CL1/KCTD11/BDNF/PROX1/TP53/WNT5A/FZD6/VEGFC/LYN/ADGRG1/SHH/IL1B
GO:0034329	cell junction assembly	BP	17/617	232/16655	0.00592419299515428	0.0276888857399229	0.0185918628777081	17	LAMC2/SDC4/CLDN1/SMAD3/LAMB3/CAV1/DAPK3/GJA4/CLDN5/SMAD7/F11R/EFNA5/JUP/CDH6/ZNF703/VMP1/ITGB4
GO:0045598	regulation of fat cell differentiation	BP	10/617	106/16655	0.00593554345672133	0.0276888857399229	0.0185918628777081	10	ZC3H12A/SMAD3/RUNX1T1/NOCT/MEDAG/TRIB2/BMP2/WNT5A/XBP1/HES1
GO:0048634	regulation of muscle organ development	BP	10/617	106/16655	0.00593554345672133	0.0276888857399229	0.0185918628777081	10	TGFBR2/PRICKLE1/CXADR/SMAD3/HDAC9/BMP2/TBX1/KCNK2/SHH/EFNB2
GO:1901861	regulation of muscle tissue development	BP	10/617	106/16655	0.00593554345672133	0.0276888857399229	0.0185918628777081	10	TGFBR2/PRICKLE1/CXADR/SMAD3/HDAC9/BMP2/TBX1/KCNK2/SHH/EFNB2
GO:0003281	ventricular septum development	BP	7/617	59/16655	0.00594319021089979	0.0276888857399229	0.0185918628777081	7	CYR61/PROX1/WNT5A/SMAD7/HES1/SMAD6/LMO4
GO:0045913	positive regulation of carbohydrate metabolic process	BP	8/617	74/16655	0.00595169642413384	0.0276888857399229	0.0185918628777081	8	IL15/NFKB1/PTAFR/PMAIP1/PTPN2/HRH1/PDGFB/HAS2
GO:1900181	negative regulation of protein localization to nucleus	BP	8/617	74/16655	0.00595169642413384	0.0276888857399229	0.0185918628777081	8	NFKBIA/NFKBIE/ZC3H12A/CYLD/NFKBIB/CREB3/PARP10/MDFI
GO:0051220	cytoplasmic sequestering of protein	BP	6/617	45/16655	0.00601019140726494	0.0278525879974587	0.0187017817077204	6	NFKBIA/NFKBIE/NFKBIB/CREB3/MDFI/HK2
GO:0072577	endothelial cell apoptotic process	BP	6/617	45/16655	0.00601019140726494	0.0278525879974587	0.0187017817077204	6	ICAM1/TNFAIP3/RGCC/XBP1/TNIP2/CD40
GO:0002823	negative regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	5/617	32/16655	0.00603214127243011	0.0278525879974587	0.0187017817077204	5	TNFSF18/JAK3/IL7R/NOD2/IL4R
GO:0010543	regulation of platelet activation	BP	5/617	32/16655	0.00603214127243011	0.0278525879974587	0.0187017817077204	5	THBD/PRKCD/LYN/PDGFB/NOS3
GO:0045687	positive regulation of glial cell differentiation	BP	5/617	32/16655	0.00603214127243011	0.0278525879974587	0.0187017817077204	5	BMP2/HES1/SHH/IL1B/BIN1
GO:1901099	negative regulation of signal transduction in absence of ligand	BP	5/617	32/16655	0.00603214127243011	0.0278525879974587	0.0187017817077204	5	CX3CL1/IL1A/CSF2/IFI6/IL1B
GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	BP	5/617	32/16655	0.00603214127243011	0.0278525879974587	0.0187017817077204	5	CX3CL1/IL1A/CSF2/IFI6/IL1B
GO:0006022	aminoglycan metabolic process	BP	14/617	177/16655	0.00624295358703993	0.0287951221123855	0.0193346517042553	14	SDC4/IL15/NFKB1/EXT1/DSEL/UST/HS3ST1/PDGFB/HAS2/AGRN/CHST3/B4GALT1/HS6ST1/IL1B
GO:0010770	positive regulation of cell morphogenesis involved in differentiation	BP	13/617	159/16655	0.00628950014627212	0.0289478275963038	0.0194371866868599	13	SDCBP/TGFBR2/SMAD3/BDNF/BAMBI/NRP1/BMP2/RGCC/CXCL12/HAS2/EFNA5/NTN1/ZNF703
GO:0014074	response to purine-containing compound	BP	13/617	159/16655	0.00628950014627212	0.0289478275963038	0.0194371866868599	13	CCL2/JUNB/PTAFR/THBD/SLC8A3/PANX1/FOSL1/PLA2G5/SPHK1/BIRC2/CASP1/MMP19/IL1B
GO:0061572	actin filament bundle organization	BP	11/617	124/16655	0.00635862839188675	0.0292347610589628	0.01962984982408	11	ZYX/SDC4/FAM101A/ZNF664-FAM101A/SMAD3/NEDD9/TNFAIP1/RGCC/ARRB1/MTSS1/S1PR1
GO:0038127	ERBB signaling pathway	BP	24/617	373/16655	0.00638086249518423	0.02930570962607	0.0196774886508431	24	IL3RA/JAK3/PSMB9/PIK3CD/RASGRP3/CSF2RB/RHBDF2/CSF2/PSMB10/FGF5/PSMB8/PSME2/PRKCD/PTPN2/SH3TC2/PSME1/SHC3/PSMA3/PDGFB/PTPRR/PSEN2/PSEN1/ADCY4/PRKACB
